"speaker","time","text"
"Agent","22:46"," achcha discuss karenge sir uske discuss karne ke liye aapke paas tees din ka samay hai company"
"Customer","22:53"," baat"
"Agent","22:53"," aapko"
"Customer","22:53"," nahi sir"
"Agent","22:53"," tees"
"Customer","22:53"," okay"
"Agent","22:53"," din"
"Customer","22:53"," kar"
"Agent","22:54"," ka"
"Customer","22:54"," leta hoon"
"Agent","22:54"," time"
"Customer","22:54"," koi"
"Agent","22:54"," de rahi hai"
"Customer","22:56"," wo koi baat"
"Agent","22:56"," samajh"
"Customer","22:56"," nahi sir"
"Agent","22:57"," rahe hai"
"Customer","22:57"," mai canara bank se kar lun canara bank mein jaake wahan kar dunga na phir wahan pe"
"Agent","23:01"," sir"
"Customer","23:01"," theek"
"Agent","23:01"," canara"
"Customer","23:01"," rehta hai"
"Agent","23:01"," bank ki taraf se hoga nahi abhi aap aap samajhe nahi new fund launch hua hai yeh fund jo hai market mein live nahi hua hai abhi"
"Customer","23:09"," koi baat nahi sir toh jab hoyega tab dekh"
"Agent","23:11"," yeh"
"Customer","23:11"," lenge"
"Agent","23:11"," dekhiye"
"Customer","23:11"," koi"
"Agent","23:11"," na sir aap loyalty addition ka benefit milega aapko yeh dekh dekh pa rahe honge aap screen pe capital ki guarantee paanch saal ke baad aap kabhi bhi paisa nikal sakte hai samajh rahe"
"Customer","23:23"," baat"
"Agent","23:23"," hai"
"Customer","23:24"," nahi sir khud"
"Agent","23:25"," tax free rahega saara ka saara paisa section eighty c aur ten ten d ke tehat"
"Customer","23:30"," se hee"
"Agent","23:31"," life cover hai isme aapka teen lakh chalis hazaar ka wealth booster hai triple benefit life cover paid kar diya jayega turant family ko future premium maaf kar degi company in case koi bhi mishappening hoti hai toh ek sau bees mahine tak company pay karegi aapki absence mein"
"Customer","23:49"," chalo koi baat nahi nahi sir jab hoga tab kar lenge abhi tak na nahi kar lena koi baat nahi"
"Agent","23:55"," haan sir"
"Customer","23:57"," iske baare mein sir hai nahi mere paas koi baat nahi"
"Agent","24:00"," abhi same day start toh sir aap arrangement kar liye kar lijiye na mai barah ek baje tak connect kar leta hoon aapko do hazaar rupay ki ek investment start kar dijiye"
"Customer","24:10"," arrangement karna kahan se mai kisi se pooch hee leta nahi hoon yeh aap yeh karo"
"Agent","24:14"," nahi sir jahan job kar rahe hai wahan se toh le sakte hai na"
"Customer","24:18"," nahi sir"
"Agent","24:18"," agar"
"Customer","24:19"," yaar"
"Agent","24:19"," aap dekhiye sir mai ab amrit ji main ek baat batana chahunga aap agar kisi ko yun batayenge na ki main apne bachche ke liye saving kar raha hoon to itni insaaniyat aaj bhi zinda hai ki koi mana nahi karega"
"Customer","24:28"," nahi"
"Agent","24:28"," ki sir sir limited time"
"Customer","24:29"," sir"
"Agent","24:29"," ke"
"Customer","24:29"," yeh"
"Agent","24:29"," liye"
"Customer","24:30"," maine ab toh toh ki nahi sir jo bhi karna hai apne bal pay kar raha hai yeh number se ek hee baar abhi tak nahi kisi se mai leta nahi hoon sir yeh"
"Agent","24:36"," toh"
"Customer","24:37"," haan"
"Agent","24:37"," sir"
"Customer","24:37"," toh mera"
"Agent","24:37"," aap"
"Customer","24:37"," plan nahi hai jab hoyega tab toh mai le hee lunga haan"
"Agent","24:40"," achcha achcha toh sir aap itne time"
"Customer","24:42"," ji"
"Agent","24:42"," se job kar"
"Customer","24:42"," wo"
"Agent","24:42"," rahe hai aapke paas kuch to saving hogi ki aap ek bachche ke liye plan book kar sake apne ke liye jab barah saal baad dus saal baad bachche"
"Customer","24:49"," toh sir"
"Agent","24:49"," ko zarurat"
"Customer","24:49"," kar lunga jab wo bada hai apne aap karega"
"Agent","24:52"," toh sir kab jab apne aap karega sir uske liye bhi to thodi bahut financial support toh aap karenge na use"
"Customer","24:58"," wo to port"
"Agent","24:59"," phir"
"Customer","24:59"," kar lunga pada"
"Agent","25:00"," sir"
"Customer","25:00"," likha"
"Agent","25:00"," main"
"Customer","25:00"," dunga"
"Agent","25:00"," ek baat"
"Customer","25:00"," bas"
"Agent","25:01"," bataun"
"Customer","25:01"," kuch aur"
"Agent","25:01"," main"
"Customer","25:01"," kya kar sakta"
"Agent","25:02"," ek"
"Customer","25:02"," hai"
"Agent","25:02"," baat bataun sir yeh to cycle ho gaya na ki jo jo cheez aap karte hai wahi bachcha bachcha karega yeh sochiye na"
"Customer","25:08"," koi"
"Agent","25:08"," agar"
"Customer","25:08"," baat"
"Agent","25:08"," aap"
"Customer","25:08"," nahi sir"
"Agent","25:08"," investment"
"Customer","25:08"," main to mera mera mera kaam hai pada likhana bas wo karega aur lagwana baaki ki isme to main"
"Agent","25:14"," nahi"
"Customer","25:14"," to likha"
"Agent","25:14"," sir"
"Customer","25:14"," hua hoon kar lunga"
"Agent","25:16"," sir padhaane likhane ke liye hee paisa lagta hai barahvi tak toh school wale hee paas kar dete hai samajh"
"Customer","25:21"," itna to sir"
"Agent","25:21"," rahe"
"Customer","25:21"," main"
"Agent","25:21"," hai"
"Customer","25:21"," kar sakta hoon itna padha likha toh mai sakta hoon"
"Agent","25:24"," haan sir"
"Customer","25:25"," padha likha toh mai dunga sir"
"Agent","25:28"," padha likha denge sir aap do hazaar rupay ki investment nahi kar rahe hai uske liye jab use barahavin ke baad sabse zyada zarurat hogi paiso ki jab wo apne liye college"
"Customer","25:35"," matlab"
"Agent","25:35"," dekhega ki"
"Customer","25:37"," baat"
"Agent","25:37"," regular"
"Customer","25:37"," sir"
"Agent","25:37"," se"
"Customer","25:37"," do"
"Agent","25:38"," karun"
"Customer","25:38"," hazaar"
"Agent","25:38"," ya"
"Customer","25:38"," ki nahi hai maine karna nahi abhi tak to do hazaar jitna kyunki maine do lakh karne ko bhi taiyar"
"Agent","25:46"," karna nahi hai aapko"
"Customer","25:47"," haan ji sir arey"
"Agent","25:49"," karna dekhiye sir mai ek baat batata hoon aap kar kuch bhi nahi rahe hai sir mai sach bataun sir"
"Customer","25:55"," maine karna nahi sir yeh cheezein abhi tak abhi dekhunga mai abhi plan karunga"
"Agent","25:58"," aap"
"Customer","25:58"," chalo"
"Agent","25:58"," yeh dekhiye sir upar line kya likhe child plans are the only way to secure your child future even your absence padh pa rahe honge aap line ko"
"Customer","26:08"," haan haan"
"Agent","26:09"," samajh"
"Customer","26:09"," sir"
"Agent","26:09"," rahe hai"
"Customer","26:10"," haan"
"Agent","26:10"," aapki absence"
"Customer","26:10"," jab karna"
"Agent","26:10"," mein"
"Customer","26:10"," hoga"
"Agent","26:10"," bhi"
"Customer","26:11"," tab"
"Agent","26:11"," apne"
"Customer","26:11"," mai"
"Agent","26:11"," bachche"
"Customer","26:11"," kar lunga"
"Agent","26:11"," ka future"
"Customer","26:11"," abhi kar do maine sir"
"Agent","26:13"," sir ek hota hai karna ek hota hai bahut achcha kar dena ki mere bachche ko zyada bhatakna na pade jin cheezon se mai vanchit raha hoon mera bachcha"
"Customer","26:20"," nahi"
"Agent","26:21"," na rahe mere bete ko har paiso ko lekar sangharsh na karna pade wo cheezein hoti hai tata wale mein kara deta hoon do hazaar se"
"Customer","26:29"," nahi sir maine karna nahi abhi tak"
"Agent","26:35"," allotment check karunga sir hoga aapka nahi yeh baat ki baat hai"
"Customer","26:39"," nahi sir maine karna nahi kuch nahi check karna mai jo karna hoga uske andar"
"Agent","26:44"," achcha aap khud hee kar lenge"
"Customer","26:46"," haan ji"
"Agent","26:47"," chaliye theek hai sir koi dikkat nahi hai wo aapka hee decision"
"Customer","26:51"," theek"
"Agent","26:51"," haiak"
"Customer","26:51"," hai"
"Agent","26:51"," hota hai"
"Customer","26:51"," sir"
"Agent","26:51"," tab kya bole"
"Customer","26:53"," okay sir"
