"speaker","time","text"
"Agent","27:03"," total plans taken fifteen correct twelve lakh twelve lakh four lakh ninety nine thousand four lakh ninety nine thousand fifteen lakh this is the one which i am showing you fifteen lakh this one fifteen lakh premium from tata taken in twenty twenty three july"
"Customer","27:34"," okay"
"Agent","27:35"," okay so people are purchasing again new fund offers by because they are getting right returns and they are getting good returns and people are investing bulk"
"Customer","27:47"," so"
"Agent","27:47"," amount of money sir so you tell me what is the amount which you are comfortable in five thousand for ten years or ten thousand for five years sir alright"
"Customer","27:56"," ten thousand for for five years"
"Agent","27:58"," sir in this one you want to keep your email id this one only sir"
"Customer","28:04"," yes yes right"
"Agent","28:05"," occupation is salaried your income sir how much is your annual income in indian rupees"
"Customer","28:17"," so i think fifty lakhs"
"Agent","28:21"," fifty lakh sir okay education qualification graduate sir or post graduate"
"Customer","28:29"," graduate only"
"Agent","28:30"," not at sir sir this is a once in a blomon opportunity if you can increase amount please increase amount you will help me later on sir"
"Customer","28:41"," sorry come again"
"Agent","28:44"," i am saying"
"Customer","28:44"," haan"
"Agent","28:45"," that this is a once in a bluemon opportunity that a government sector bank is offering such good opportunity if you can increase"
"Customer","28:52"," haan"
"Agent","28:52"," the amount please increase the amount you will tank me later on sir can you increase the amount to a little bit"
"Customer","29:06"," yes yes yes yes"
"Agent","29:09"," let me show you fifteen thousand how much it looks like fifteen thousand or rather i should say sixteen thousand for example let me give you an example sixteen thousand thousand paid for five years withdraw on the fifteenth year one c r maturity sir fifteen thousand"
"Customer","29:28"," how much"
"Agent","29:30"," six hundred or fifteen thousand five hundred paying for five year withdrawing at the fifteenth year till one year sir twelve thousand five hundred paying for five year withdrawing at the fifteenth year eighty one lakh rupees you tell me what is the amount which is comfortable for you sir ten thousand twelve thousand five hundred or fifteen thousand five hundred sir if you make it fifteen thousand five hundred then the maturity which you are expecting is over one crore rupees sir it is a genuinely good opportunity you will come back to me again"
"Customer","30:09"," for"
"Agent","30:10"," after one year saying that anupam i should have invested more my clients they purchase"
"Customer","30:16"," that one"
"Agent","30:16"," fifteen"
"Customer","30:16"," for"
"Agent","30:16"," times sir my clients are purchasing"
"Customer","30:19"," that one"
"Agent","30:19"," fifteen"
"Customer","30:19"," we can"
"Agent","30:20"," times"
"Customer","30:20"," that one we can increase for the"
"Agent","30:22"," cannot"
"Customer","30:22"," so"
"Agent","30:22"," increase sir"
"Customer","30:23"," if i cannot"
"Agent","30:24"," i'm saying that"
"Customer","30:24"," increase"
"Agent","30:25"," you"
"Customer","30:25"," right"
"Agent","30:25"," will you will come to me saying that i should have invested more"
"Customer","30:30"," okay okay"
"Agent","30:31"," right that"
"Customer","30:31"," fine no"
"Agent","30:31"," is why i am"
"Customer","30:32"," no"
"Agent","30:32"," saying"
"Customer","30:32"," i already"
"Agent","30:32"," no"
"Customer","30:32"," have another plan so"
"Agent","30:34"," issue sir you tell me what is amount"
"Customer","30:36"," we"
"Agent","30:36"," which you are comfortable with sir"
"Customer","30:39"," may be ten days or ten thousand"
"Agent","30:43"," okay can you move it to twelve thousand five hundred sir can you make it to twelve thousand five hundred if i make it ten thousand then sixty five if i make it twelve thousand five hundred eighty one two thousand five hundred extra sir you tell me"
"Customer","31:18"," no no i will go with with the ten k only"
"Agent","31:20"," no issue sir let me make it ten k for you in"
"Customer","31:23"," so"
"Agent","31:24"," this one"
"Customer","31:26"," one minute i will let me see ten thousand for five years so i i invested only six lakh"
"Agent","31:30"," only"
"Customer","31:30"," right"
"Agent","31:31"," six lakh sir"
"Customer","31:33"," so after fifteen years so it's sixty lakhs the p p f also currently i am investing same amount but"
"Agent","31:44"," sir p p"
"Customer","31:44"," there i am invested"
"Agent","31:45"," p only seven percent sir p p gives nothing"
"Customer","31:48"," yeah"
"Agent","31:49"," sir"
"Customer","31:50"," but that one is guarantee return right but this one is"
"Agent","31:53"," allow"
"Customer","31:53"," benefits"
"Agent","31:53"," me to"
"Customer","31:53"," upon"
"Agent","31:53"," mention it"
"Customer","31:53"," the market"
"Agent","31:54"," to you"
"Customer","31:54"," one right"
"Agent","31:54"," sir sir allow me to mention it to you guaranteed return let's say you get seven percent guaranteed return okay i will tell you one thing in which city of andhra you from sir"
"Customer","32:07"," i am from ig going to"
"Agent","32:10"," goodtur okay so"
"Customer","32:12"," yeah"
"Agent","32:12"," if"
"Customer","32:12"," may"
"Agent","32:12"," i want to purchase one later petrol today in goodtur do you know what are the price sir for one liter petrol"
"Customer","32:19"," be wo hundred and ten"
"Agent","32:21"," hundred rupees sir one liter do you know ten years ago are you in goodtur ten years ago sir"
"Customer","32:28"," may be around forty aati"
"Agent","32:31"," sir it was fifty rupees i will give you an example so ten years ago one liter petrol in guntur costed fifty rupees and ten years later it cost hundred rupees so now let me make it let me make a one lakh rupees deposit okay in ppf and in ten years at the rate of seven percent which is the current rate of ppf my one lakh will become how much sir"
"Customer","33:04"," one"
"Agent","33:04"," one"
"Customer","33:05"," point nine seven two"
"Agent","33:06"," point nine"
"Customer","33:06"," lakh"
"Agent","33:06"," seven but in ten years but in ten years the petrol prices have also double meaning you will be able to purchase same continuity your petrol after ten years also with your money so is your money actually growing sir in ppf you tell me this bottle let's"
"Customer","33:25"," no"
"Agent","33:25"," say"
"Customer","33:26"," actually"
"Agent","33:26"," this bottle this botle let's say for example costed one lakh rupees ten years ago today it will cost two lakh rupees you invested one lakh rupees ten years ago and that value is two lakh rupees but you are still able to purchase one portal only that is inflation for you it is reducing your wealth you will you may think that your one lakh become two lakh but actually the purchasing coverage less so you have to invest in to a smart investment which will give you more returns than inflation and historically proven track record tells that share market investment always give you best returns please"
"Customer","34:02"," okay"
"Agent","34:03"," look"
"Customer","34:03"," so i accepted but i choose the access s i proof one also same like one only right"
"Agent","34:09"," sir"
"Customer","34:09"," but that one also is not return"
"Agent","34:11"," sir"
"Customer","34:12"," right as of now"
"Agent","34:12"," allow me to mention it to you sir"
"Customer","34:14"," yeah"
"Agent","34:14"," you think gold price are going up you"
"Customer","34:18"," now"
"Agent","34:18"," think"
"Customer","34:18"," it is"
"Agent","34:18"," gold"
"Customer","34:18"," going up up good"
"Agent","34:19"," okay every time gold price are aap right sir right now it is at ninety seven thousand point but i will give you two years from august"
"Customer","34:33"," yeah i"
"Agent","34:33"," twenty"
"Customer","34:33"," think that"
"Agent","34:34"," twenty"
"Customer","34:34"," is five years"
"Agent","34:37"," october twenty twenty two for two years gold was giving negative return and at this time smart people like you n i were collecting gold and now in nearly two and half years gold prices have become eighty seven percent more so it is a good thing when you are purchasing and the markets are going down please look at stock market and in icici plan you did not make money because right now you are still investing see this is how you invest everyday you you invest you invest here also here also here also here also here also you you would have invested in icici and icici people are taking a little bit more charges but canara bank is not and i will give this to in writing chaitanya sir you will tank me later see see you got connected with domestic advisor i am in expert in my field sir i have been cating to analyse all my life all of my investors are investing more than one one crore rupees sir with us why because we are able to guide them the best way earlier earlier you are connected with domestic team right now you are with specialisation r a team so"
"Customer","35:48"," okay"
"Agent","35:48"," i will give you best advisor the right time sir and you will see the result one year down the line"
"Customer","35:54"," okay"
"Agent","35:54"," you will tank me later i will give this in writing sir so"
"Customer","35:58"," okay"
"Agent","35:59"," you tell me what is the amount which which is comfortable for you will go for that amount only not more you tell me ten thousand or twelve thousand five hundred"
"Customer","36:12"," may be may be i am planning to stop the ppf because it's not not giving the return one"
"Agent","36:18"," exactly"
"Customer","36:18"," may be"
"Agent","36:19"," sir i have never invested to p p f i am thirty four right now sir we you n n i r of same age i am thirty four never invested to p p a because it is decreasing my wealth it is reducing my wealth it is not increasing my wealth"
"Customer","36:36"," okay"
"Agent","36:37"," yes"
"Customer","36:37"," okay"
"Agent","36:37"," yeah"
"Customer","36:38"," i have one more question so if it is a one"
"Agent","36:39"," fifteen"
"Customer","36:39"," crore so you make it as fifteen thousand nine monthly"
"Agent","36:42"," five"
"Customer","36:42"," no"
"Agent","36:43"," hundred fifteen five hundred"
"Customer","36:45"," fifteen thousand"
"Agent","36:46"," fifteen five hundred sir one crore yeah"
"Customer","36:49"," okay what is the tax after fifteen years if i decide to withdraw so automatically it will credit on to my account"
"Agent","36:57"," zero"
"Customer","36:57"," i"
"Agent","36:57"," taxes"
"Customer","36:57"," need to do any process"
"Agent","36:59"," you pay zero taxes sir this is a tax free plan"
"Customer","37:02"," tax free plan and automatically it will credit into the my bank"
"Agent","37:06"," automatic"
"Customer","37:06"," account"
"Agent","37:06"," at"
"Customer","37:06"," or i need to to follow"
"Agent","37:07"," the"
"Customer","37:07"," up"
"Agent","37:07"," no"
"Customer","37:07"," anything"
"Agent","37:08"," no no at the fifteenth year it will automatically credited but if you want to withdraw the twelfth year you will have to press the withdraw button from the app"
"Customer","37:19"," from which"
"Agent","37:21"," policy"
"Customer","37:21"," policy"
"Agent","37:21"," bazaar"
"Customer","37:21"," bazaar"
"Agent","37:21"," app yes"
"Customer","37:22"," okay"
"Agent","37:23"," in canara"
"Customer","37:23"," because"
"Agent","37:23"," and"
"Customer","37:23"," i c"
"Agent","37:24"," policybazaar"
"Customer","37:24"," i c i pro"
"Agent","37:24"," either"
"Customer","37:24"," i can see i can see in both because i icici"
"Agent","37:27"," you"
"Customer","37:27"," one"
"Agent","37:27"," can"
"Customer","37:27"," i can"
"Agent","37:27"," you"
"Customer","37:27"," see"
"Agent","37:27"," can"
"Customer","37:27"," in icici"
"Agent","37:27"," download canara"
"Customer","37:28"," right"
"Agent","37:28"," bank"
"Customer","37:28"," now"
"Agent","37:28"," app you can"
"Customer","37:30"," haan"
"Agent","37:31"," download policy bazaar app both will show you you the same thing sir after five years you will have the option to withdraw money any time you want to withdraw you click on the button otherwise wait for maturity automatically the money would be given to your bank account today itself you will have to provide your bank account in this one sir"
"Customer","37:48"," okay"
"Agent","37:49"," go for fifteen thousand five hundred go for five year payment and withdrawal at the fifteenth year if you want the money early you withdraw early sir"
"Customer","37:57"," so that means is my age"
"Agent","37:59"," fifty"
"Customer","37:59"," ten to fifty years then it will return one crore right"
"Agent","38:02"," automatically but if you want to withdraw early you can withdraw any time"
"Customer","38:06"," okay"
"Agent","38:07"," you turn forty after forty you can withdraw any time sir right"
"Customer","38:12"," so you"
"Agent","38:12"," sir"
"Customer","38:12"," just make it is five years how"
"Agent","38:15"," payment"
"Customer","38:15"," much it is showing"
"Agent","38:15"," is of"
"Customer","38:16"," yeah"
"Agent","38:16"," five year payment is of five years sir yes"
"Customer","38:18"," payment is five years and for it is also five years and just"
"Agent","38:22"," withdrawal"
"Customer","38:22"," i want to see how much it is yeah"
"Agent","38:23"," policy term policy"
"Customer","38:24"," five"
"Agent","38:24"," term is ten years sir ten year option they are providing sir"
"Customer","38:29"," okay okay so it is"
"Agent","38:30"," yes"
"Customer","38:30"," returning"
"Agent","38:30"," sir but"
"Customer","38:31"," forty lakhs that means"
"Agent","38:32"," you can withdraw any time after five years sir partial and"
"Customer","38:35"," okay"
"Agent","38:36"," full withdrawal are allowed after five years in both canada as well as i c i c plan yes sir no"
"Customer","38:46"," they charge anything if i"
"Agent","38:47"," no"
"Customer","38:47"," do"
"Agent","38:48"," no"
"Customer","38:48"," the"
"Agent","38:48"," zero"
"Customer","38:48"," partial"
"Agent","38:48"," no"
"Customer","38:48"," withdraw"
"Agent","38:49"," no no zero zero charges"
"Customer","38:50"," zero"
"Agent","38:50"," no charges this is your money it is like your saving bank account after five years sir sir"
"Customer","38:55"," okay"
"Agent","38:56"," yes sir if you are withdrawing earlier then of course return would be lesser"
"Customer","39:01"," after"
"Agent","39:01"," at the tenth year it is forty lakh only sir so try to withdraw after ten years sir is what i will recommendation is after"
"Customer","39:13"," five years"
"Agent","39:13"," ten years"
"Customer","39:14"," ten"
"Agent","39:14"," ten"
"Customer","39:14"," years ten"
"Agent","39:15"," years it is"
"Customer","39:15"," years"
"Agent","39:15"," what my recommendation is if you withdraw after five years you can withdraw but amount would not be that locreative at the tenth year amount is very licreative because see you would have invested how much fifteen thousand five hundred multiplied by by sixty months so you would have invested nine lakh thirty thousand only sir"
"Customer","39:34"," ten lakhs so it is ten"
"Agent","39:35"," that"
"Customer","39:36"," forty lakhs"
"Agent","39:37"," is correct sir but if you wait for five more years amount is sufficient you have kid sir kya karna hai sir do you have kid what"
"Customer","39:43"," yes yes"
"Agent","39:44"," is the"
"Customer","39:44"," one"
"Agent","39:44"," age"
"Customer","39:44"," one"
"Agent","39:45"," of"
"Customer","39:45"," by"
"Agent","39:45"," age of child"
"Customer","39:48"," my son is currently three years"
"Agent","39:50"," three years so after fifteen years and would be eighteen and would want to go for college or let's say m b b s he would require money sir so this money can be save for that if you require early then you withdraw early not an issue right"
"Customer","40:06"," okay"
"Agent","40:08"," sir so your full name i i have taken"
"Customer","40:10"," yeah"
"Agent","40:11"," as per your previous application sir is this correct sir is"
"Customer","40:16"," correct correct yes"
"Agent","40:17"," this as per your passport sir"
"Customer","40:19"," yes right"
"Agent","40:20"," you can pay from your indian card also and international card also in your previous application your auto debit is set up from upi you want to pay from upi sir or card this"
"Customer","40:35"," this one is u p i right so u"
"Agent","40:37"," one"
"Customer","40:37"," p i"
"Agent","40:37"," is"
"Customer","40:37"," i"
"Agent","40:37"," upi"
"Customer","40:38"," only"
"Agent","40:39"," only okay"
"Customer","40:39"," yeah"
"Agent","40:42"," let me mention your country is singapore okay mobile number is this only sir i will i will collect all three existing all two existing policy under singapore number that is okay with"
"Customer","40:55"," okay"
"Agent","40:55"," you"
"Customer","40:58"," you just make it as in india only so"
"Agent","41:00"," sir because you are nri considered it in singapore number if you want to change it tomorrow you just mention to me i am your relationship manager i will do it hand to hand please see"
"Customer","41:11"," okay"
"Agent","41:13"," change phone number can you see declaration to change phone number you simply have to send this email please change my phone number for application so and so from this to this and i will do do it sir okay it"
"Customer","41:31"," okay"
"Agent","41:31"," is very easy"
"Customer","41:32"," okay"
"Agent","41:32"," simple and online can be done from my side now in this one let us review your details can you please check if your full name is correct sir as per"
"Customer","41:44"," yeah"
"Agent","41:44"," the passport"
"Customer","41:44"," full name is"
"Agent","41:44"," there"
"Customer","41:45"," correct"
"Agent","41:45"," is no middle name sir"
"Customer","41:47"," no"
"Agent","41:48"," okay"
"Customer","41:49"," no nominee name"
"Agent","41:50"," date of birth is correct sir twenty seventh three nineteen ninety related aapi birthday sir related"
"Customer","41:55"," correct"
"Agent","41:56"," aapi birthday"
"Customer","41:58"," okay okay"
"Agent","42:00"," yeah"
"Customer","42:01"," okay"
"Agent","42:01"," over here we can see annual income fifteen lakh gender is male nationality is non resident indian and and policy term is fifteen years after fifteen years you will not say before fifteen years you can withdraw any time after five years okay pay for is five years mode of premium is monthly okay sir"
"Customer","42:20"," okay"
"Agent","42:21"," yes now over here you have the option to pay from upi you want to pay from upi sir"
"Customer","42:33"," yeah upi only but not today may be after one week"
"Agent","42:37"," sir sorry this is a new fund offer sir and it is getting listed on monday i show you at the inception of the call only that it is getting listed on monday sir once every year they come up with the new fund offer opportunity sir and right now last year they came up with the n f o for pnb last to last year for tata and right now we are seeing it from canara bank sir see if you look at new fund offers canara you know what is the i p o have you heard about i p o sir"
"Customer","43:14"," now"
"Agent","43:15"," okay see whenever do you have you heard about n f o sir ever n f o"
"Customer","43:27"," no no"
"Agent","43:28"," no so you can see that this is a new fund launch correct at ten rupees share price de remember i told you about ten rupees now"
"Customer","43:38"," yeah i remember"
"Agent","43:40"," whenever n a m c what is a m c asset management company or a fund house introduce is a brand new fund they offer offer this fund atta can you see my cursor sir please"
"Customer","43:53"," yeah"
"Agent","43:54"," read out please read sir atta"
"Customer","44:03"," okay hundred discount"
"Agent","44:04"," rate"
"Customer","44:04"," to rate or hundred percent price"
"Agent","44:05"," introductory price"
"Customer","44:07"," okay"
"Agent","44:07"," for investors"
"Customer","44:08"," okay"
"Agent","44:08"," before the fund gets publically listed when is getting getting listed on monday you remember i showed your product of tata for my client arunachalam i showed you that he is fifteen lakh rupees become twenty two lakh rupees by because of fund which was available at ten rupees as become fifteen rupees rupees and fifty one paisa that is why is growth was fifty five percent so n a f o is available only for a limited period of time that is why people are putting bulk amount of money sir and it is because of this that investors can only purchase purchase n a for unit until the introductory offer is available sir which will usually less for how many days can you see sir"
"Customer","44:54"," okay okay"
"Agent","44:55"," yes n a f o are available on first com first of basis at base price and are release in restricted number of units usually price par unit of nfo is how much ten rupees sir this ten rupees one will become fifteen rupees then your profit will be fifty percent sir if ten rupees become twelve rupees your profit will be twenty percent sir so that is why it is in opportunity moment to go for the new fund offer and sorry to say you will not be able to get the allotment sir forget about one week you are not getting on monday only so that is why what you can do is like people you can see my screen can see my screen sir"
"Customer","45:35"," okay"
"Agent","45:36"," people are from australia new zealand u e oman singapore where are they investing there are canada h e because they also know that is the one moveon opportunity what in do is like them you can complete the journey out complete journey is very very good like that this person first you select the plan you pay the first month premium after you pay the premium you get the alloted number and a form in the form you need to mention your basic details like your who who all are in your family your contact detail your occupation detail and who will be your nominee your nominee will be wife or child sir"
"Customer","46:31"," wife only"
"Agent","46:32"," wife after mentioning"
"Customer","46:34"," yes"
"Agent","46:34"," details you have to upload documents passport pan card photograph e p you currently"
"Customer","46:40"," yes"
"Agent","46:40"," have e p sir e"
"Customer","46:43"," yes i'm holding yes"
"Agent","46:44"," p so e p required"
"Customer","46:46"," yes"
"Agent","46:46"," passport required photograph required and then you get the"
"Customer","46:50"," okay"
"Agent","46:50"," login id credential where you will be able to track the performance of your fund on policybazaar app itself okay"
"Customer","46:59"," even i can monitor the performance in the canara bank also"
"Agent","47:02"," in"
"Customer","47:02"," right"
"Agent","47:03"," canara bank and policybazaar both places sir"
"Customer","47:05"," both yes yes and they will send the bond right once"
"Agent","47:09"," absolutely"
"Customer","47:09"," the bond initiate"
"Agent","47:11"," sir you will receive physical bond also and soft copy bond also"
"Customer","47:15"," same"
"Agent","47:15"," also"
"Customer","47:15"," like i s same"
"Agent","47:16"," same like icici sir"
"Customer","47:17"," like"
"Agent","47:17"," that"
"Customer","47:17"," i s i yeah"
"Agent","47:18"," is correct sir so in this"
"Customer","47:20"," okay"
"Agent","47:20"," one you go for the first month payment only you do not have to pay entire yes premium like other people fifteen lakh ten lakh etcetera they are paying you do not have to pay entire yes premium you you just pay the first month premium and you will can be later will see the result chaitanya because you have not had a word with the n r i team you have had a word with domestic team and they suggested you a product at that time where there was a costing a little bit of costing i would have suggested you a product which would not have that costing but nandilesh right now we are looking at a very good opportunity that is also good right now the market are calling that is why you are saying little lower return but need not worry it will be be backup in no time because see you are purchasing when the price is ten also you are purchasing when the price is fifty also and then you are purchasing the price are thirty also right so right now you are making an average right so till that time you are"
"Customer","48:14"," okay"
"Agent","48:14"," buying do not panic okay so to get the allotment you pay the first month premium and fill the form and give me the documents today itself because monday is listing sir would you be able to provide the documents today sir passport photograph e p"
"Customer","48:35"," okay"
"Agent","48:41"," all of these people if you look at them going for very good amount sir for the same product you can see this is my client lata same product canara bank promise for growth plan fifty thousand monthly sir multiple multiple people going for this amount sir let's say prateek sharma my client from new zealand same plan canara h s b c fifty thousand monthly sir prateek"
"Customer","49:08"," how"
"Agent","49:08"," there is lata"
"Customer","49:10"," much i will get it so if if you invest fifty thousand per month for five years"
"Agent","49:15"," yeah so if you are paying fifty thousand per month for five years let me show you the calculation for five years and withdrawal is the fifteenth year three point two six year sir"
"Customer","49:34"," okay"
"Agent","49:35"," yes sir you you want to go for more or you want to go for fifteen thousand five hundred sir"
"Customer","49:44"," no no i have plan but not now may be after five months it was and decide to invest fifty thousand in mutual funds"
"Agent","49:53"," not it sir"
"Customer","49:53"," so"
"Agent","49:54"," no worry sir you can call you and study if after six month or one year there is another opportunity i can ping you on whatsapp you will have my whatsapp number where you will be able to reach out to me sir"
"Customer","50:06"," okay"
"Agent","50:07"," yes sir for this one you currently need to pay from upi or can you pay from your credit card also sir"
"Customer","50:14"," no no currently my indian phone is having my indian phone now it is in hospital so that's why i am saying so after two days i can pay but not"
"Agent","50:27"," sir"
"Customer","50:27"," today"
"Agent","50:27"," sorry to say you will not get the allotment sir as i mentioned you at the inception of the call only sir this is a one in a blueon opportunity sir it is not always that they come up with the offer what you can do is for the first if you pay from a singapore card and"
"Customer","50:41"," no"
"Agent","50:41"," from next month onwards we can set up the auto pay on it and account sir if you are generally series about your investment chaitanya no better product is available"
"Customer","50:53"," but this one anyway we will have the every year right this was the same"
"Agent","50:56"," yeah"
"Customer","50:56"," like this okay"
"Agent","50:57"," so you will wait for one more year and loose compounding of one year"
"Customer","51:05"," but that's okay"
"Agent","51:07"," sorry"
"Customer","51:10"," i think give me one day time let me think it"
"Agent","51:12"," chaitanya again i will tell you it is getting listed on monday we need time for document verification also and generally i am after telling you on a recorded line sorry you will not get the allotment if the document are not verified in time what my proposal you would be"
"Customer","51:29"," no"
"Agent","51:29"," you do not have to pay the entireous premium you just pay the first month previous"
"Customer","51:33"," what is the difference so what is what's the difference if i invest after this roughly"
"Agent","51:37"," you will not get the allotment sir these are close and it funds"
"Customer","51:42"," that mention"
"Agent","51:43"," for the new fund offer of ten rupees base price you will not get the allotment in canara bank product on monday because these are close and it fund i told you they have a lock in period of five years sir and you purchase a new fund offer in icici you would also be sitting on very good return i will give you another example of icici only let me check my phone would have a product which i provided of icici to one of my clients let me show it you the performance one moment please can you see my screen chaitanya"
"Customer","53:24"," sorry"
"Agent","53:25"," can you see my screen"
"Customer","53:27"," yes yes"
"Agent","53:28"," can you see when was this product purchased"
"Customer","53:31"," february nineteen twenty twenty"
"Agent","53:34"," february"
"Customer","53:34"," four"
"Agent","53:34"," ninety"
"Customer","53:34"," last year"
"Agent","53:35"," and it is what plan is it can you please see is it icici signature"
"Customer","53:43"," it is showing signature okay"
"Agent","53:45"," it"
"Customer","53:45"," and"
"Agent","53:45"," is signature purchased"
"Customer","53:46"," market"
"Agent","53:46"," in"
"Customer","53:46"," will be"
"Agent","53:46"," february twenty twenty four okay this guys invested how much"
"Customer","53:51"," four"
"Agent","53:53"," is"
"Customer","53:54"," lakh"
"Agent","53:54"," invested"
"Customer","53:54"," yearly"
"Agent","53:54"," four"
"Customer","53:54"," right"
"Agent","53:55"," lakh"
"Customer","53:55"," of"
"Agent","53:55"," rupees yearly and can you please see how much returns is sitting on"
"Customer","54:02"," five lakh"
"Agent","54:04"," how much"
"Customer","54:05"," so"
"Agent","54:05"," percentage"
"Customer","54:05"," he got"
"Agent","54:05"," sir"
"Customer","54:05"," one lakh"
"Agent","54:06"," how"
"Customer","54:06"," right"
"Agent","54:07"," much percentage twenty six"
"Customer","54:08"," twenty"
"Agent","54:08"," percent why"
"Customer","54:10"," twenty"
"Agent","54:11"," because"
"Customer","54:11"," six point"
"Agent","54:11"," it"
"Customer","54:11"," six"
"Agent","54:11"," was a new fund offer of that time at ten rupees so in signature also you made money because you invested in a right product right time timing is important he sitting on more returns than you although you are invested three years ago but you did not have time in right now timing is right see people do not understand one thing about the market market have to be timeed and if you do not time it right you do not get very good returns you you get nominal return ten twelve percent but if you want to have over twenty percent returns you have to make time in right for you and right now i'm giving you that opportunity chaitanya it is up to you whether you want to open the door or not for the opportunity opportunity"
"Customer","54:56"," no"
"Agent","54:57"," is not in in your door"
"Customer","55:01"," no no i understand but may be give me one day time yeah okay"
"Agent","55:05"," that is that is why i am telling you all of this that i need time for document verification see it is a simple yes no question chaitanya i can call you back in one hour if you want me to call you back you can i think sixty minutes is a lot lot of time to make up your mind if you do not want to go ahead that is perfectly alright i give you an opportunity it is up to you whether you open the door for the opportunity or not because sorry to say if the documents are not verified by monday which they will not because you say you are saying that you want me to connect after one day will not get the lot point for it sir i am telling you upfront on a recorded line see this is my duty to tell you the truth i do not want it i do not want to linger on okay come tomorrow no worries tomorrow would also be the same same thing today also same thing"
"Customer","55:53"," no no just i want to spoke to my wife speak to my wife also"
"Agent","56:00"," yeah call her"
"Customer","56:03"," yeah may be give me one more time yeah"
"Agent","56:05"," sure it will not take twenty four hours to call her right you can call her within few minutes only if you do not wish to go ahead you tell me anupam i do not wish to go ahead what the ham in that"
"Customer","56:19"," no no just give me i think it's okay"
"Agent","56:22"," it"
"Customer","56:22"," give me some time"
"Agent","56:23"," is a good product chaitanya you will see the results okay"
"Customer","56:29"," okay"
"Agent","56:30"," let's connect back in one hour alright"
"Customer","56:33"," okay"
"Agent","56:33"," chaitanya thank you talk to them"
"Customer","56:36"," yeah thank you"
"Agent","56:36"," bye"
